"","Town","County","BezirkNR","Bezirk","Y1840","Y1875","Y1880","Y1885","Y1890","Y1895","Y1900","Y1905","Y1910","Region","Longitude","Latitude","NNID","NameGNU","PostOffice","PostRevenues","PostBahn","Bahnbezirk","RankRailWeight","TotalRailWeight","SentRailWeight","RankRailRevenues","RailRevenues","CollectedNachnahme","PaidOutNachnahme","TelegraphRevenues","Post_1900","Telegraph_1900","Y1896","InstallTime","Install1896","Install1900","MainLines1896","MainLines1900","MainLines1905","Lines1896","Lines1900","Lines1905","Government1896","Government1900","Government1905","Public1896","Public1900","Public1905","Privat1896","Privat1900","Privat1905","Participants1896","Participants1900","Participants1905","Gov1896","Gov1900","Gov1905","Pub1896","Pub1900","Pub1905","Penetration1896","Penetration1900","Penetration1905","LocalCalls1896","LocalCalls1900","DistanceCalls1900","EmpRatio82","EmpRatio95","EmpRatio07","IndexDisSim82","IndexDisSim95","IndexDisSim07","PopShare1880","PopShare1896","PopShare1900","PopShare1905","City","Fringe","Border","StateTax","LocalTax","Agriculture","Catholics","Participation","Zentrum","Socialist","Liberal","DifCatholicsZentrum","PostRevenues_pc","TelegraphRevenues_pc","Nachnahme","RailStation","RailWeight","MA_Pop_Out_1880","MA_Pop_Out_1896","MA_Pop_Out_1900","MA_Pop_Out_1905","MA_Post_Out_1880","MA_Post_Out_1900","MA_Pop_In_1880","MA_Pop_In_1896","MA_Pop_In_1900","MA_Pop_In_1905","MA_Post_In_1880","MA_Post_In_1900"
"128","Hersbruck","Hersbruck",17,"HersbruckLauf",2.309,3.556,3.809,4.039,3.761,3.957,4.016,4.333,4552,"MF",11.4325,49.50944,"DEBKGGND00000SQY","Hersbruck","E",11555.39,0,"N",423,17120.91,3728.3,533,0.0361092150170648,31452,11429,95.05,20758.87,951.21,3.9688,75,0,1,0,29,55,0,34,68,0,7,9,0,3,4,0,24,55,0,29,55,0,0.205882352941176,0.132352941176471,0,0.0882352941176471,0.0588235294117647,0,0.00722111553784861,0.0126932840987768,0,6372,36848,0.10467574873538,0.141651888870976,0.203050745299859,0.192860810360035,0.210459377745083,0.232333917220017,0.101945775232182,0.106319522811543,0.0992315485162215,0.100447411734706,0,0,0,3.74693492612386,3.4954154877921,0.389,0.16,0.695,0.016,0.305,0.679,0.144,3.03370700971384,0.0249540561827251,5256.76030454187,1,-2537.23024415857,17.933654541534,25.3008335510361,29.8213276807668,32.8057690836898,5.48281545317177,13.3210998064434,0.86247422538056,1.2295842573737,1.49950769899659,1.66021972792585,114.863084682949,271.63366846487
"129","Herzogenaurach","Hoechstadt",89,"Hoechstadt",1.863,2.174,2.52,2.533,2.531,2.623,2.823,3.159,3515,"OF",10.88361,49.56833,"DEBKGGND00000WXU","Herzogenaurach","E",1499.69,0,"Z",0,0,0,0,0,0,0,0,6685.07,395.4,2.663,1,0,0,0,0,1,0,0,5,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0.2,0,0,0.4,0,0,0.000316555872111428,0,0,0,0.0872129545613178,0.102026580512519,0.12473079684135,0.246972011888029,0.173145270411337,0.270803533197615,0.0879458365324213,0.0962992877597474,0.10380584666299,0.113388370423546,0,0,0,3.14417673503793,1.39965580219163,0.582,0.834,0.609,0.729,0.211,0.06,0.105,0.595115079365079,0,0,0,0,21.7127800380139,31.4332699976206,37.467098049045,41.2115264783026,11.0116623157211,27.0224980600515,1.53007812806829,2.31926289171267,2.83701850204014,3.12590807575697,148.479629089446,353.547134552836
"130","Hilpoltstein","Hilpoltstein",18,"Hilpoltstein",1.505,1.521,1.574,1.551,1.431,1.48,1.456,1.535,1513,"MF",11.18861,49.19055,"DEBKGGND000004L4","Hilpoltstein","E",4166.07,0,"Z",0,0,0,0,0,0,0,306.7,6740.93,516.4,1.4752,7,0,0,0,0,10,0,0,11,0,0,5,0,0,1,0,0,5,0,0,10,0,0,0.454545454545455,0,0,0.0909090909090909,0,0,0.00651465798045603,0,0,0,0.0902590847913863,0.0819904817567003,0.100853112593969,0.215208530912966,0.192780020822398,0.210746528445992,0.0662012113055182,0.0617850880854972,0.0621292937913377,0.0648281104823042,0,0,0,4.05850012885491,2.50549780946654,0.668,0.657,0.739,0.625,0.008,0.332,0.032,2.6468043202033,0.194853875476493,0,0,0,18.0067131498054,25.4071787173822,29.6615824248111,32.5360125427675,5.12615127204008,12.7081226599313,0.805828425915966,1.1477830847537,1.37408973399192,1.51767691932126,115.689242025279,275.525152968356
"131","Hirschau","Amberg",103,"AmbergLand",1.385,1.829,1.93,1.869,1.748,1.776,1.801,1.892,1945,"OP",11.9425,49.54416,"DEBKGGND00000XM7","Hirschau","E",2344.12,0,"Z",0,0,0,0,0,0,0,256.55,4406.23,286.85,1.781,52,0,0,0,0,7,0,0,17,0,0,3,0,0,4,0,0,10,0,0,7,0,0,0.176470588235294,0,0,0.235294117647059,0,0,0.00369978858350951,0,0,0,0.0836712266474667,0.093717134732988,0.105061055218493,0.303631676172304,0.326335420314935,0.329602969651543,0.0731365341619614,0.0691777353640011,0.0711267327514711,0.0726518700560633,0,1,0,3.25491632605846,1.55236369245007,0.67,0.807,0.5,0.743,0.023,0.101,0.0640000000000001,1.21456994818653,0.132927461139896,0,0,0,14.6062827616565,19.9548442521797,22.6845707188014,24.8730734385507,3.08526033590401,6.59122393093033,0.59675714749096,0.804166823208759,0.906084398855554,0.997711578177279,85.8838581750507,194.319569118495
"133","Hof","Hof",82,"Hof",9.54,20.058,22.7,23.994,26.173,29.206,34.29,37.942,42588,"OF",11.91333,50.31638,"DEBKGGND0000003N","Hof","Amt",104734.44,0,"B",578,92990.58,27777.56,613,0.052585859030837,487298,653517,12464.15,218345.58,22497.72,30.2228,190,2,2,135,224,421,216,353,627,29,56,74,6,9,11,181,288,542,133,210,408,0.134259259259259,0.158640226628895,0.118022328548644,0.0277777777777778,0.0254957507082153,0.0175438596491228,0.00446682636949588,0.00653251676873724,0.0110958831901323,212546,460277,38863,0.261656427108635,0.327188271156917,0.391932339292089,0.341157221479866,0.400669830833373,0.362367618879442,1,1,1,1,1,0,1,6.64065237902682,5.64451633194051,0.321,0.04,0.723,0.001,0.201,0.802,0.039,4.61385198237886,0.549081497797357,-7322.42290748899,1,-1649.13920704846,11.1279027151559,14.4680199752257,16.2499807840878,17.8433644229556,2.04992890674446,4.6892198314824,0.529633381240396,0.627252449324087,0.690137072794072,0.761216473502733,61.0409304318724,137.084241247608
"134","Hofheim","Hofheim",173,"KoenigshofenHofheim",0.845,0.928,0.948,0.974,0.875,0.913,0.939,1.025,985,"UF",10.52444,50.13916,"DEBKGGND00000O1K","Hofheim i. UFr.","E",7073.7,0,"Z",0,0,0,0,0,0,0,688.9,10310.02,671.88,0.9182,7,0,0,0,0,17,0,0,26,0,0,3,0,0,7,0,0,16,0,0,17,0,0,0.115384615384615,0,0,0.269230769230769,0,0,0.0165853658536585,0,0,0,0.0831843760344257,0.0884519177320734,0.102514574699726,0.245150646093814,0.286020065020053,0.289503049354313,0.0313803376365442,0.031719010561423,0.0327394442313727,0.0359977523354639,0,0,1,5.1281217525393,1.56565317957829,0.732,0.788,0.568,0.63,0.006,0.331,0.158,7.46170886075949,0.72668776371308,0,0,0,12.098548364295,15.9876276392595,18.0218051912517,19.7464981169623,2.73727185601633,5.39552934240936,0.417268631622545,0.518201935820678,0.576179012055943,0.63340485470433,77.8926272820891,167.817025816193
"135","Holzkirchen","Miesbach",69,"Miesbach",0.564,1.271,1.316,1.318,1.475,1.71,1.958,2.309,2430,"OB",11.7,47.87833,"DEBKGGND00000FM5","Holzkirchen","V",8923.73,0,"M",522,25120.32,11574.58,541,0.088862462006079,35629,30423,1058.6,19165.19,1398.5,1.7596,74,0,1,0,9,32,0,18,56,0,3,7,0,2,15,0,13,34,0,9,31,0,0.166666666666667,0.125,0,0.111111111111111,0.267857142857143,0,0.00459652706843718,0.0138588133391078,0,1311,8011,0.271015851024816,0.204730204395678,0.237197936464838,0.517544382439032,0.301298989513543,0.274977466581623,0.0536245466769895,0.0572040276987924,0.0592955997698434,0.0626934564213956,0,0,1,5.70354087452472,2.73055291508238,0.604,0.982,0.509,0.711,0.096,0.193,0.271,6.78094984802432,0.804407294832827,3955.92705167173,1,-1497.84194528875,16.205785570798,26.3858133065434,30.1663874278907,32.6914574810587,5.80548201582851,16.9179741349822,0.75458962458682,1.34620338860238,1.55292994178692,1.68004883538417,116.184908640926,314.416790800816
"138","Hutthurm","Passau",41,"PassauWegscheid",0.635,0.672,0.761,0.795,0.891,0.83,0.827,0.921,939,"NB",13.47416,48.67333,"DEBKGGND00000ST4","Hutthurm","N",1265.8,0,"Z",0,0,0,0,0,0,0,0,3006.95,237.7,0.8294,53,0,0,0,0,16,0,0,24,0,0,3,0,0,3,0,0,18,0,0,15,0,0,0.125,0,0,0.125,0,0,0.0173724212812161,0,0,0,0.0935147295884927,0.117205862021291,0.119464876339043,0.1894220982536,0.210254654934433,0.253297172074002,0.0134807177906503,0.0143439789852067,0.0141256447921293,0.0151552549735894,0,1,1,3.74274140269133,1.74938280190549,0.72,0.987,0.457,0.765,0.029,0.206,0.222,1.66333771353482,0,0,0,0,10.4294879332108,13.8067985224248,15.2519598152508,16.5081060455431,2.31688019920302,5.27256364523663,0.478566493315056,0.570435465979729,0.602879533327209,0.642862653413459,60.0738570431138,139.457153533504
"139","Ichenhausen","Guenzburg",144,"GuenzburgLand",2.489,2.45,2.54,2.63,2.666,2.82,2.688,2.659,2537,"SC",10.30527,48.3725,"DEBKGGND00000SNH","Ichenhausen","E",12332.2,0,"Z",0,0,0,0,0,0,0,1101.8,25225.18,1309.05,2.7936,73,0,1,0,10,23,0,13,29,0,2,3,0,1,1,0,10,25,0,10,23,0,0.153846153846154,0.103448275862069,0,0.0769230769230769,0.0344827586206897,0,0.0037202380952381,0.00864986837156826,0,8845,400,0.104289716156468,0.136673715805989,0.159899897922223,0.226564147221557,0.145892800000586,0.199905822692589,0.085726821694961,0.0961866430179412,0.0911649991521112,0.087556389739537,0,1,1,4.67691788905749,2.82893272635306,0.693,0.92,0.569,0.794,0.02,0.186,0.126,4.8551968503937,0.433779527559055,0,0,0,13.3590507625159,18.3977467857266,20.5088123746377,22.3029468968676,3.04342029598134,6.46929494265801,0.526153770538653,0.67121209878449,0.728004932555328,0.790575233351784,85.0446751537224,194.680378324435
"140","Illertissen","Illertissen",145,"Illertissen",1.179,1.4,1.48,1.479,1.543,1.59,1.636,1.769,1989,"SC",10.10527,48.22277,"DEBKGGND0000094X","Illertissen","E",6002.16,1,"K",434,9926.8,5507.52,494,0.0340297297297297,26839,5643,423.05,17732.22,798.31,1.5992,22,0,0,0,0,17,0,0,30,0,0,5,0,0,8,0,0,17,0,0,17,0,0,0.166666666666667,0,0,0.266666666666667,0,0,0.00960994912379876,0,0,0,0.106419479800775,0.122963516906148,0.377169755810533,0.264562766943876,0.27641537593551,0.278303124550238,0.0819037078029884,0.0849313605042466,0.0863187885822825,0.173482396783368,0,0,1,5.0796508755558,1.69720590657079,0.64,0.829,0.615,0.65,0.038,0.312,0.179,4.05551351351351,0.285844594594595,14321.6216216216,1,735.297297297298,11.5633224621324,16.0282799439322,17.8864651290684,19.4739667326501,2.17924898456197,4.92056671262441,0.364783421175184,0.481220343777131,0.524956392890235,0.573476747172537,73.7092915874863,172.016273839611
"141","Immenstadt","Sonthofen",156,"Sonthofen",1.257,2.487,2.738,2.925,3.178,3.555,3.963,4.569,5029,"SC",10.22111,47.56138,"DEBKGGND000007EJ","Immenstadt i. Allgäu","V",28606.7,1,"K",507,19649.96,8221.5,576,0.0907282688093499,25541,38609,1748.1,51736.38,2680.6,3.6366,88,0,1,0,20,57,0,33,84,0,5,9,0,3,6,0,25,69,0,20,57,0,0.151515151515152,0.107142857142857,0,0.0909090909090909,0.0714285714285714,0,0.00504668180671209,0.0124753775443204,0,4687,6729,0.161996842936069,0.227625963437162,0.251617131621691,0.195082505924845,0.195550302931357,0.16378004964611,0.0900420941857406,0.113223772214791,0.118418693599474,0.130196905365742,0,0,1,4.81528535980149,3.98375516956162,0.597,0.902,0.814,0.505,0.004,0.491,0.397,10.4480277574872,0.638458728999269,-4772.82688093499,1,-1171.27830533236,9.97110967559847,13.8360523350241,15.4642109487033,16.7805547393553,2.35594308970037,5.58066973508274,0.405647337050241,0.514645570957864,0.564528072515373,0.605988758413239,63.4500863350816,153.57311202212
"143","Ingolstadt","Ingolstadt",51,"Ingolstadt",9.189,14.485,15.251,16.388,17.646,20.656,22.207,23.531,23745,"OB",11.42444,48.76555,"DEBKGGND00000OAJ","Ingolstadt","Amt",60364.2,0,"I",566,62885.91,22106.94,595,0.0283092256245492,104795,67738,5912.25,109677.91,7575.2,20.9662,99,0,1,0,62,118,0,87,174,0,18,38,0,10,10,0,59,126,0,58,111,0,0.206896551724138,0.218390804597701,0,0.114942528735632,0.0574712643678161,0,0.00279191246003512,0.00501466151034805,0,48723,4351,0.152438631531473,0.255034856700232,0.249245675916876,0.238415388770905,0.322572249379614,0.2787357107453,0.982604213646028,1,1,1,1,0,0,5.40045401558378,2.43021044235843,0.625,0.959,0.492,0.948,0.042,0.003,0.0110000000000001,3.95804865254737,0.38766310405875,2429.8078814504,1,-1224.31512687693,15.8355294035848,22.3977828769919,25.2907793871602,27.5200695471012,3.4916366724946,8.00656168843988,0.56255979394835,0.776691178870711,0.866743699575835,0.941274930988559,101.848198023271,240.091816112691
"146","Kallmuenz","Burglengenfeld",105,"Burglengenfeld",1.081,1.236,1.342,1.346,1.304,1.32,1.282,1.307,1285,"OP",11.95611,49.16111,"DEBKGGND00000CEO","Kallmünz","E",1488.69,0,"Z",0,0,0,0,0,0,0,0,3722.37,212.55,1.3124,30,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0.5,0,0,0.00153022188217292,0,0,0,0.128177458033573,0.141274986493787,0.188307030129125,0.400253487380346,0.296054406279011,0.368311819267796,0.0536370903277378,0.0509377170641352,0.0476367419738407,0.0468794835007174,1,0,0,4.02235567609454,3.16997287872917,0.52,0.939,0.516,0.741,0.124,0.132,0.198,1.10930700447094,0,0,0,0,16.0623249049588,21.7172632243137,24.460993851342,26.647868702601,3.92184203346314,8.42527063344188,0.731108568313904,0.919894300051668,1.01635196718039,1.09973148915698,96.3259662365306,218.936999720913
"148","Karlstadt","Karlstadt",170,"Karlstadt",1.999,2.303,2.44,2.32,2.525,2.66,2.886,3.089,3225,"UF",9.765555,49.96194,"DEBKGGND00000798","Karlstadt","E",9214.41,1,"Wg",288,4245.89,2174.86,481,0.0254938524590164,8991,9856,690.4,18723.15,1024.5,2.7052,63,0,1,0,4,1,0,8,42,0,2,4,0,2,19,0,4,19,0,4,17,0,0.25,0.0952380952380952,0,0.25,0.452380952380952,0,0.00138600138600139,0.000323729362253156,0,646,955,0.0762400891160474,0.0911618868935942,0.113761226436819,0.220805999459487,0.169348901285394,0.185535664687235,0.0799423366751851,0.0891181988742964,0.144155844155844,0.101621870579333,0,0,0,4.36048729877171,1.57167241206198,0.764,0.882,0.582,0.698,0.088,0.207,0.184,3.77639754098361,0.282950819672131,-354.508196721311,1,42.5532786885246,12.1520749348081,15.9775335137436,17.8201233520641,19.5055870933912,3.47779490264154,6.9940996434997,0.525079895995786,0.653074611715689,0.709756657588206,0.774847514387579,79.5606288619238,171.36636819045
"149","Kaufbeuren","Kaufbeuren",134,"Kaufbeuren",4.05,5.553,6.268,6.495,7.331,7.676,8.361,8.955,9094,"SC",10.62416,47.88111,"DEBKGGND000007FQ","Kaufbeuren","V",45559.22,1,"K",530,29089.14,11399.76,583,0.0417911614550096,73977,33874,3223.75,80747.91,4885.86,7.813,126,1,1,13,27,66,19,50,122,7,7,25,1,14,13,11,29,84,11,26,66,0.368421052631579,0.14,0.204918032786885,0.0526315789473684,0.28,0.10655737704918,0.00166389351081531,0.00322927879440258,0.00737018425460636,4034,16692,2032,0.342533503509892,0.370766023970818,0.365382467895031,0.202381964058117,0.208989709288536,0.271136474645307,1,1,1,1,1,0,0,8.49284064665127,4.60492686682063,0.702,0.971,0.682,0.691,0.039,0.269,0.28,7.2685417996171,0.514318761965539,6398.05360561583,1,-1003.44926611359,12.5680865441351,18.1207842787046,20.3037397692812,22.087376376516,2.80295910816487,7.15333779998247,0.4463654890563,0.636346267383949,0.701700827422578,0.765892087469493,82.0824296150402,202.184093520149
"150","Kelheim","Kelheim",36,"Kelheim",2.31,2.838,3.004,3.162,3.39,3.606,3.736,3.766,3837,"NB",11.86972,48.91888,"DEBKGGND00000HHE","Kelheim","E",8827.2,0,"I",345,6034.41,4248.83,416,0.0189693741677763,7535,25513,604.3,17439.73,920.95,3.632,66,0,1,0,13,21,0,18,32,0,5,12,0,1,1,0,12,19,0,13,21,0,0.277777777777778,0.375,0,0.0555555555555556,0.03125,0,0.0034796573875803,0.00557620817843866,0,2648,1201,0.102754468602801,0.132216069745523,0.130319844290155,0.223344020368919,0.220130475806053,0.226760820579392,0.0937080824780859,0.10620876531574,0.112706648968264,0.109403596432618,0,0,0,4.21382174106481,1.94756043304167,0.75,0.995,0.528,0.788,0.012,0.2,0.207,2.93848202396804,0.201165113182423,-5984.68708388815,1,819.990013315579,17.8123827228881,24.3789557771144,27.3289260193397,29.9928201620315,6.30236091684277,13.004523547052,1.15491801502426,1.4984091471009,1.64844376510195,1.86210461908,108.193537491184,245.507042392539
"151","Kemnath","Kemnath",108,"Kemnath",1.551,1.503,1.476,1.448,1.454,1.455,1.402,1.441,1394,"OP",11.88694,49.87,"DEBKGGND00000HRN","Kemnath","E",5213.95,0,"Wn",497,17343.04,15918.82,432,0.026159891598916,7206,2293,323.65,8428.6,483.8,1.4444,17,0,0,0,0,7,0,0,12,0,0,2,0,0,3,0,0,7,0,0,7,0,0,0.166666666666667,0,0,0.25,0,0,0.00485773768216516,0,0,0,0.0719739177087202,0.101021717015348,0.121129680010364,0.239343281545428,0.226669852562797,0.273285097364081,0.0609137055837563,0.0643549029147685,0.0618356635645922,0.0622274042406184,0,0,0,2.58561309751029,2.40492853204394,0.708,0.885,0.49,0.796,0.018,0.186,0.0890000000000001,3.5324864498645,0.219275067750677,3328.59078590786,1,9820.18970189702,13.52881157611,18.0908704018026,20.5186430028803,22.5549901314316,2.63274344101863,5.57777026192467,0.502726043774266,0.642223954943859,0.723427108162064,0.801175127802235,78.8144748479972,176.019551573019
"152","Kempten","Kempten",135,"Kempten",7.788,12.682,13.872,14.368,15.76,17.353,18.864,20.663,21001,"SC",10.31083,47.72388,"DEBKGGND00000IDQ","Kempten (Allgäu)","Amt",109631.15,1,"K",580,97028.6,37492.85,611,0.0709185409457901,98181,143546,11225.1,243759.17,14294.66,17.6552,168,1,1,68,126,305,106,188,442,12,16,36,2,10,20,92,162,386,67,119,300,0.113207547169811,0.0851063829787234,0.081447963800905,0.0188679245283019,0.0531914893617021,0.0452488687782805,0.003851556481943,0.0066793893129771,0.0147606833470454,56465,96234,21385,0.294550173010381,0.355212355212355,0.370759328267919,0.185466880743088,0.217822711540757,0.24984335839599,1,1,1,1,1,0,1,8.54503062360802,11.6311247216036,0.597,0.902,0.814,0.505,0.004,0.491,0.397,7.90305291234141,0.809191176470588,-3270.25663206459,1,-1589.02104959631,10.2403411528344,14.4506596321406,16.1838248248695,17.5922778598218,1.91407475362468,4.6411131218059,0.320774757625286,0.433059270329237,0.476585963508101,0.517643339521008,65.3477888632827,158.40198062326
"153","Kirchenlamitz","Wunsiedel",100,"Wunsiedel",1.606,2.043,4.065,1.99,2.095,2.06,2.107,2.228,2258,"OF",11.95055,50.15166,"DEBKGGND000007LN","Kirchenlamitz","E",3771.57,1,"Wn",470,12932.38,11085.83,293,0.00500811808118081,6316,6530,260.05,9125.15,590.4,2.0694,92,0,1,0,17,27,0,23,39,0,2,5,0,2,3,0,19,31,0,16,26,0,0.0869565217391304,0.128205128205128,0,0.0869565217391304,0.0769230769230769,0,0.00806834361651637,0.0121184919210054,0,5892,10757,0.153962245478612,0.256843882720156,0.318452318368205,0.339639429137599,0.357055899515522,0.436961890605997,0.100571513397165,0.0527042930972727,0.0486245730637866,0.0468510146146567,0,0,1,2.65138676911741,2.10199463186148,0.452,0.122,0.693,0.004,0.078,0.918,0.118,0.927815498154981,0.0639729397293973,-52.6445264452644,1,2272.88560885609,13.7457316018123,18.0059473288194,20.2699864398214,22.3233710782798,3.37317547204734,7.00032840097442,0.793570886205464,0.961114847142995,1.06594691254234,1.18105624938915,74.8182680381721,165.071933326039
"154","Kirchheim","Mindelheim",152,"Mindelheim",2.635,3.205,3.348,3.573,3.771,4.007,4.184,4.403,4536,"SC",10.47388,48.17277,"DEBKGGND00000BJ9","Kirchheim i. Schw.","E",3669.64,0,"Z",0,0,0,0,0,0,0,144.25,4635.14,409.7,4.0424,59,0,0,0,0,5,0,0,8,0,0,0,0,0,3,0,0,5,0,0,5,0,0,0,0,0,0.375,0,0,0.00113558937088349,0,0,0,0.089110950860204,0.116218225063178,0.130555635154884,0.245546096083106,0.208188610426988,0.2263994932378,0.114968579375708,0.119131856696893,0.12509343139893,0.126171304123564,0,0,0,5.28588880084522,1.81197173798204,0.702,0.971,0.682,0.691,0.039,0.269,0.28,1.09606929510155,0.0430854241338112,0,0,0,13.7579028475985,19.3665601624657,21.6028493714322,23.5070671579054,3.37717936176966,7.52725057522272,0.52979584095402,0.714529126222068,0.778997836243117,0.853693032284566,90.387841008839,211.236206714457
"156","Kitzingen","Kitzingen",160,"Kitzingen",5.12,6.393,6.966,7.177,7.507,8.002,8.489,8.876,9113,"UF",10.16111,49.73694,"DEBKGGND00000FVI","Kitzingen","V",41857.91,1,"Wg",551,38975.44,15832.64,590,0.0493877404536319,67060,45319,3045.25,94377.56,5035.25,8.0994,140,1,1,39,64,127,61,108,216,7,11,11,2,5,9,52,92,196,38,64,127,0.114754098360656,0.101851851851852,0.0509259259259259,0.0327868852459016,0.0462962962962963,0.0416666666666667,0.00481517149418475,0.00753916833549299,0.0143082469580892,47965,59554,15667,0.235285673270169,0.297050737315671,0.33213159080667,0.227241594410255,0.172858700770516,0.170175454765383,1,1,1,1,1,0,0,6.53058380939111,7.62574892016163,0.718,0.626,0.707,0.513,0.018,0.469,0.113,6.00888745334482,0.437159058283089,3121.01636520241,1,-1049.40568475452,15.0078802601591,19.9050983171765,22.3458194275122,24.3311216303913,5.2706613298697,10.5755468564911,0.792014496854437,0.990991918564545,1.08416973958361,1.16507086049235,98.1627830055347,212.299788553624
"157","Klingenberg","Obernburg",179,"Obernburg",0.838,0.86,0.918,1.014,1.01,1.161,1.328,1.503,1587,"UF",9.183055,49.78333,"DEBKGGND00000WFZ","Klingenberg a. Main","E",5643.53,1,"Wg",159,1871.04,1173.84,275,0.0178300653594771,2532,969,242.5,11555.04,737.03,1.1944,72,0,1,0,8,24,0,15,38,0,3,4,0,3,8,0,9,26,0,8,24,0,0.2,0.105263157894737,0,0.2,0.210526315789474,0,0.00602409638554217,0.0159680638722555,0,1888,1351,0.0742543415621836,0.112184565444217,0.163453987292068,0.19741878583413,0.212715864374071,0.196959820781311,0.0357448796822677,0.0448660973064884,0.0500414499962318,0.0536517455557935,0,0,1,3.43766071846022,0.735019091404972,0.635,0.936,0.637,0.654,0.1,0.246,0.282,6.14763616557734,0.264161220043573,1702.61437908497,1,519.21568627451,9.41343896955133,12.3991680372378,13.8762480245126,15.3577101922855,2.01884112445838,4.19813497825891,0.344131767693984,0.409547306931458,0.446976099252528,0.506215606149206,59.8176038966257,132.182514582622
"158","Kochel","BadToelz",76,"BadToelz",0.717,0.733,0.811,0.766,0.725,0.885,0.959,1.209,1317,"OB",11.36805,47.65861,"DEBKGGND00000USY","Kochel a. See","E",2902.6,0,"Z",0,0,0,0,0,0,0,336.7,8963.44,948.6,0.8998,66,0,1,0,18,38,0,27,48,0,1,2,0,6,7,0,20,39,0,17,38,0,0.037037037037037,0.0416666666666667,0,0.222222222222222,0.145833333333333,0,0.0187695516162669,0.0314309346567411,0,2414,3575,0.133285612025769,0.164815430661789,0.215651272601635,0.256395105020223,0.218924494290514,0.263902893917036,0.0580529706513958,0.0588626538077818,0.0587262706674832,0.0696187953472302,0,1,1,6.76543296089385,2.65328212290503,0.604,0.982,0.509,0.711,0.096,0.193,0.271,3.5790382244143,0.415166461159063,0,0,0,12.4440487089597,18.9090558750126,21.4546363886834,23.2853710066742,2.87487189101701,7.88191909692641,0.448923489051548,0.703963375756699,0.80220989190305,0.869233494958266,83.2691844300559,215.168803807626
"159","Koenigshofen","Koenigshofen",173,"KoenigshofenHofheim",1.558,1.789,1.876,1.791,1.74,1.773,1.729,1.768,1802,"UF",9.206944,50.06083,"DEBKGGND000003YP","Königshofen an der Kahl","E",8689.92,0,"Z",0,0,0,0,0,0,0,1030.55,14468.02,1139.65,1.7642,12,0,0,0,0,1,0,0,29,0,0,3,0,0,16,0,0,10,0,0,12,0,0,0.103448275862069,0,0,0.551724137931034,0,0,0.000565610859728507,0,0,0,0.0831843760344257,0.0884519177320734,0.102514574699726,0.245150646093814,0.286020065020053,0.289503049354313,0.0620986428334988,0.0615967204002223,0.0602838115825808,0.0620917328088783,0,0,1,5.1281217525393,1.56565317957829,0.732,0.788,0.568,0.63,0.006,0.331,0.158,4.63215351812367,0.54933368869936,0,0,0,9.06764091679515,12.0839269391462,13.5491829878362,15.3271363215357,2.50412288355233,5.48755455509721,0.351183504511585,0.455492648870576,0.504810483331977,0.637119084118138,59.5430666619472,132.261874861316
